sourceId,time,responseTime,epsilon_T,burstiness
2,0.4847880790507285,0.03691905311519854,,100.0
2,0.8451821176826322,0.06325657209007433,0.059259417693470595,100.0
2,1.200008000000637,0.0430947485840324,0.03578534830464936,100.0
2,1.6157561339207802,0.03289579954646427,0.03032833142358438,100.0
1,1.6585983945255447,0.044457638708623536,,100.0
3,2.1340852942215025,0.06240008017105643,,100.0
2,2.403025294221197,0.034620382384583745,0.024975564334096215,100.0
2,2.7459532942190994,0.08070370928565967,0.03537836906908358,100.0
2,3.049521294216965,0.12077300523982085,0.05520676726400604,100.0
2,3.440461294214925,0.1385269058083235,0.06551534872515967,100.0
1,3.501345294214277,0.10408735653621078,0.13416686511207135,100.0
3,3.752221294213221,0.15207889362505328,0.2017773302714931,100.0
2,3.859165294212911,0.14609164847726575,0.06949849387040036,100.0
2,4.168745294213363,0.15556064552769172,0.07141520493194511,100.0
2,4.689065294214004,0.15793684246022782,0.0711138268156239,100.0
2,4.9330692942159065,0.16341191303520408,0.07024539652073683,100.0
1,5.073745294216569,0.1580109068607159,0.14757209048561795,100.0
2,5.200008000000197,0.16078733058756883,0.06819397720012933,100.0
2,5.6081660574431496,0.15107782410249743,0.06502520372672264,100.0
3,5.81523600000356,0.18146484344407282,0.16114441246242434,100.0
2,6.0356160000043895,0.14222088186863643,0.06149644242549323,100.0
2,6.400008000008058,0.13491774125266423,0.05800159963304219,100.0
1,6.62358752984226,0.1418453356285383,0.11348782206768993,100.0
2,6.800072000010676,0.12732794221974492,0.05467189200644867,100.0
2,7.200083115691033,0.1202230564224819,0.051594668148623124,100.0
2,7.60000800001592,0.11398741371495351,0.04880671426369329,100.0
2,8.088696000018949,0.10827144367872413,0.04630894783789311,100.0
1,8.315182314273999,0.1128833772782712,0.08791011399578923,100.0
2,8.40000800002116,0.1041835575245242,0.044077489667201764,100.0
2,8.914870210947859,0.10114568251615264,0.04207728564846979,100.0
3,9.053874210945324,0.15174759139046307,0.11609586488717515,100.0
2,9.252794210943463,0.10102709354681076,0.040251820873071366,100.0
2,9.600008000029021,0.09854688997690539,0.038602102669995385,100.0
1,9.942387250428425,0.09902319919619892,0.07246127839579854,100.0
2,10.000008000031642,0.09471200586052571,0.037126576069694224,100.0
2,10.400008000034262,0.0910737060563516,0.03580910756914782,100.0
2,10.800014427815675,0.08769157198595566,0.03463289334359294,100.0
2,11.200008000039503,0.08475946925866731,0.03357814742309672,100.0
2,11.649887998459088,0.08217164155694856,0.03262768973131072,100.0
1,11.718639998459404,0.08620985897447807,0.06312971459928338,100.0
2,12.030740000044323,0.08055836683632973,0.03175395744982268,100.0
3,12.353982755720827,0.1292342898177919,0.09019330484538471,100.0
2,12.410442755719814,0.07850536292196666,0.030957553231297077,100.0
2,12.884017792539048,0.07666483324821421,0.030227545708981774,100.0
2,13.236851536965473,0.07543941202862062,0.02954697712352983,100.0
1,13.286195536964804,0.0774110501514303,0.0570914707553666,100.0
2,13.612791300386615,0.07385415298882125,0.028917899006477968,100.0
2,14.000008000057846,0.07231462104759956,0.028335152393174738,100.0
2,14.40005528339678,0.07037540228912076,0.02780175263845057,100.0
2,14.831762523959531,0.06934117623206253,0.02729840633121863,100.0
1,14.925314523958438,0.07103945936424269,0.052823702977866274,100.0
3,15.169768797245869,0.11199895868512244,0.07570244589829613,100.0
2,15.284656797246091,0.06847527584049233,0.026820267950342928,100.0
2,15.65198948400259,0.06770100761300787,0.02636430966074168,100.0
2,16.111248891100225,0.0671636220208022,0.02592568872316581,100.0
2,16.435612891110818,0.06683061052887505,0.0255007411314222,100.0
1,16.555552493793137,0.06723825755287598,0.04941932373517725,100.0
2,16.80001144135035,0.0660223123931644,0.02509565681601549,100.0
2,17.20000800002552,0.06477557863523506,0.02471518559489976,100.0
3,17.499136618842012,0.10249103985310215,0.06664038988127435,100.0
2,17.66757200001461,0.06358398900655034,0.024356934704922853,100.0
2,18.090500328119454,0.06259749172019828,0.024016757898707258,100.0
1,18.182227835846504,0.06359489457097581,0.04665147608380942,100.0
2,18.40000799998009,0.06189974070126005,0.023689878394221753,100.0
2,18.800007999964947,0.06063563803610704,0.023382719931448484,100.0
2,19.200007999949804,0.05947167946371627,0.023092810130253678,100.0
2,19.62053199993982,0.05837088618609282,0.022818339616758363,100.0
1,19.835864619152982,0.05924459000049846,0.04445551024368123,100.0
2,20.000007999919518,0.05734705860203241,0.022557488466671997,100.0
2,20.400094111350548,0.056213312927363535,0.022310794579943727,100.0
2,20.80000799988923,0.05530359055489872,0.02207485905494652,100.0
2,21.20492911577456,0.05448118504098724,0.021848159590194993,100.0
1,21.468317265662314,0.055020759070032545,0.042689599464182236,100.0
3,21.630828077039233,0.0937612211101859,0.06072539395197959,100.0
2,21.654672077039898,0.05374831969144071,0.02162929395158306,100.0
2,22.002132164237292,0.053070029273213894,0.021417372848451046,100.0
2,22.513574752375288,0.05241749708264759,0.02121189001346982,100.0
2,22.98334675238694,0.0544183578703044,0.020986596395136916,100.0
1,23.134538752394473,0.05386615977421527,0.040991584820473104,100.0
2,23.224371999799004,0.0563371890730069,0.02074623451206829,100.0
2,23.600063999783245,0.05594481528874386,0.02051246567593737,100.0
3,23.872643537113763,0.09093031944458053,0.05592488868568589,100.0
2,24.000007999768087,0.05524799336006686,0.020287537028780233,100.0
2,24.517022246518422,0.05456167506334118,0.020070958846021086,100.0
1,24.83875824652845,0.05506415379376545,0.03922299633585894,100.0
2,24.857766246529295,0.0549871057226335,0.01985374355731723,100.0
2,25.205347999722992,0.05532019937305919,0.01963708554922322,100.0
2,25.687274825794617,0.054862346504809034,0.019426880015177988,100.0
2,26.000097607340493,0.054585677229748476,0.019221622232001422,100.0
3,26.122937507335127,0.0894730521326603,0.05182155470593104,100.0
2,26.434895999679373,0.05387102507647716,0.019024148175173203,100.0
1,26.443803999679865,0.05444236632057664,0.03757469712109175,100.0
2,26.800007999662085,0.05332759530173509,0.018832961932277657,100.0
2,27.20132244550301,0.052666692327650665,0.01864859275345006,100.0
2,27.6000079996318,0.05195771243883528,0.018471072514523772,100.0
2,28.000007999616656,0.051268833713645975,0.01829998342783441,100.0
1,28.072251999613922,0.051974048405265406,0.03614826549160452,100.0
2,28.477762675213555,0.05073293108016469,0.018134074699377774,100.0
2,28.80000799958637,0.05083146472528501,0.017969173904346568,100.0
3,29.18950964507842,0.08497124975131395,0.04862283611893263,100.0
2,29.419453645080683,0.050412429736763374,0.017808547414810902,100.0
2,29.624305645090597,0.05117758607110183,0.017645108649503256,100.0
1,29.788289645094498,0.05073002826053611,0.03484353106040564,100.0
2,30.04238964510206,0.05134908369408342,0.017482698861044477,100.0
2,30.400007999525798,0.05126034642535469,0.017322835872379528,100.0
2,30.805641242345597,0.05066398245484344,0.01716818301895295,100.0
2,31.20000799949551,0.05007811551315885,0.017018489420970742,100.0
3,31.490131999500672,0.08292701342337121,0.045860680048348014,100.0
1,31.493243999500763,0.0504811313132562,0.03360241851557507,100.0
2,31.604243999505332,0.04974513410243657,0.016872249749423435,100.0
2,32.00006646313402,0.04934749489978124,0.016729692435401265,100.0
2,32.454731966888986,0.04879462622645013,0.016591485739068722,100.0
2,32.80000799943494,0.048485932368303744,0.01645625029548617,100.0
1,33.06484170966126,0.04869968185876074,0.03249308327705338,100.0
2,33.21743588557355,0.04798661527358759,0.016324844572439528,100.0
2,33.60000799940465,0.047432995072189774,0.01619740508764618,100.0
2,34.000315999389564,0.0468730128258643,0.0160738268314536,100.0
2,34.41157315264771,0.04632820146278701,0.01595390530399379,100.0
1,34.67022041001862,0.04661045497065623,0.03151117287330743,100.0
2,34.800007999359224,0.04583175319444556,0.015837286780691604,100.0
2,35.36062529240651,0.046108829179856474,0.015720250599957564,100.0
2,35.60000799932894,0.04707218740568346,0.015599942974931346,100.0
2,36.00008982818829,0.04677061706287507,0.015482143316372753,100.0
3,36.00316532539028,0.08004853806031277,0.04353547144736335,100.0
1,36.41587764349059,0.0464039052190295,0.03056666339366815,100.0
2,36.50340964348956,0.046383728410757843,0.015367143481368679,100.0
2,36.85303364349308,0.04650937070325405,0.015252740750800537,100.0
2,37.26270564349423,0.047069040499342844,0.015137282157945594,100.0
3,37.62628564349314,0.07990050645457483,0.04135773330603954,100.0
2,37.70184964349432,0.047519438265348254,0.015021396738544216,100.0
1,38.19685364349169,0.047312286049631024,0.02962523626943914,100.0
2,38.2016376434919,0.048418686852009854,0.014903644893005346,100.0
2,38.41022164350051,0.04942908155594069,0.014784002730883749,100.0
2,38.904727733235255,0.04942050122734654,0.014666038850542426,100.0
2,39.20000799919265,0.04964642865229811,0.014548995871804528,100.0
2,39.60000799917751,0.049315437481123874,0.014434602393829633,100.0
1,39.669381295363614,0.04937110640502367,0.02866723348755477,100.0
3,39.933959999164884,0.08153834266186462,0.039233402721808475,100.0
2,40.000007999162364,0.04887496446627225,0.014323118117116866,100.0
2,40.40000799914722,0.0484415741617329,0.014214437036733961,100.0
2,40.81831226606252,0.04798028566759351,0.014108564276198485,100.0
2,41.200174670912304,0.04758393564807721,0.014005221497246891,100.0
1,41.282613814906725,0.04803088137271203,0.027795805587023593,100.0
2,41.600119903755335,0.047129235741723584,0.013904515297032962,100.0
2,42.00000799908665,0.0466790250362245,0.013806358567838559,100.0
2,42.406717516444765,0.04624006024620668,0.013710646717243981,100.0
2,42.81951999906322,0.045870468825629354,0.013617102802172348,100.0
1,42.943897469617944,0.04625665789590009,0.02701240289524301,100.0
2,43.25427652998231,0.04557880807128051,0.013525434466701907,100.0
2,43.66507252998327,0.045805356434953357,0.01343407112416256,100.0
2,44.00000799901093,0.04603427782801454,0.01334304924117114,100.0
3,44.460691998995394,0.07940279412196154,0.03739882207546419,100.0
2,44.47766399899581,0.045658105524044854,0.013254084020688447,100.0
1,44.600618797842216,0.0457135204143511,0.026276426463114455,100.0
2,44.8530920620929,0.0455111471303087,0.013166484105741151,100.0
2,45.32437834612364,0.045512181398288006,0.013079818671211564,100.0
2,45.60001599895036,0.04574974605457529,0.012993456100148649,100.0
2,46.00000799893522,0.0454821047666603,0.012908736877214094,100.0
1,46.24259033650072,0.04549517165938578,0.025576791101067073,100.0
2,46.400007998920074,0.045240029544906774,0.012825554505679009,100.0
2,46.80000799890493,0.044884521207448944,0.012744164242044161,100.0
3,47.0870796828894,0.07800561377175155,0.03576731988778759,100.0
2,47.22363968289092,0.04468850786719157,0.012664112950849772,100.0
2,47.65308108097222,0.04456318882763866,0.012585192596529548,100.0
1,47.91194804277947,0.04466202365051047,0.024924805564620425,100.0
2,48.080796042777855,0.04439828538801502,0.012507480363812894,100.0
2,48.40000799884436,0.04439628440470247,0.012430551589703276,100.0
2,48.89249159336452,0.04410737380885468,0.012355093873124973,100.0
2,49.23427559336817,0.04403769018404682,0.012280545250599876,100.0
1,49.54705670988096,0.04410288164336793,0.02431051526765172,100.0
2,49.60013085717185,0.04385947563945878,0.012207149068822667,100.0
2,50.028612724457275,0.043533782512089406,0.012135228329524366,100.0
3,50.04828872445777,0.07619185931211013,0.03432895911051141,100.0
2,50.400032672705024,0.04334664129487272,0.012064423730172313,100.0
2,50.8000079987535,0.0430641307072442,0.011994933439291327,100.0
2,51.20000799873836,0.04281801800705323,0.01192664355029695,100.0
1,51.229134645740295,0.043169935515676654,0.02373844777015433,100.0
2,51.600007998723214,0.042525888083022496,0.011859633436506978,100.0
2,52.007261750604094,0.04254186784107716,0.011793173889536285,100.0
2,52.40000799869293,0.0424397025917396,0.011727527758897913,100.0
2,52.86083906270947,0.04224626866794451,0.011662883553413718,100.0
1,52.907443062711685,0.04245091723687931,0.02320077935504754,100.0
3,53.014757200099,0.07413716370212323,0.03306571247766919,100.0
2,53.21163720010232,0.042422987186137455,0.011598416492749886,100.0
2,53.6000079986475,0.04236850647538143,0.0115346355599057,100.0
2,54.000007998632356,0.042134260706760324,0.011471910500325262,100.0
2,54.46466716200188,0.04205379116658428,0.011409897602261422,100.0
1,54.556347162005025,0.04223831238896818,0.022685566207654342,100.0
2,54.839640086619454,0.042117189802823266,0.011348291746219647,100.0
2,55.200007998586926,0.041939957670129646,0.011287582154513117,100.0
2,55.60000799857178,0.0416568585627614,0.011227964781280872,100.0
3,55.86396507537775,0.07300640654619284,0.03191315088794383,100.0
2,56.00956101910234,0.041398804204961635,0.011169366407987706,100.0
1,56.211378630726436,0.04165225383941999,0.022198239499921214,100.0
2,56.4000453570381,0.04112604404171853,0.011111795507939344,100.0
2,56.83418925360471,0.04084675876767643,0.011055243990276256,100.0
2,57.20005560501707,0.04060958465016497,0.010999607263336637,100.0
2,57.64984870248647,0.04035230485169468,0.010944906848430094,100.0
1,57.8772825338907,0.04060154356721485,0.02174459949070413,100.0
2,58.057725394082,0.040289261395140205,0.010890743036340952,100.0
2,58.48895599846293,0.04019691844940808,0.01083716653246628,100.0
2,58.831279998466584,0.040223351885268446,0.010783943220390805,100.0
2,59.20144057484466,0.040165842553753946,0.010731231912871274,100.0
3,59.29414698610839,0.07106460625212643,0.030890775446622967,100.0
1,59.53049843780879,0.04016972109177841,0.02131173249790972,100.0
2,59.60000799842035,0.039966782799056785,0.010679289889979402,100.0
2,60.0051365456426,0.039734698845056246,0.010628163953605985,100.0
2,60.47025298409143,0.03947715858620651,0.010577885509581957,100.0
2,60.800111609642144,0.03934570479591722,0.010528206819486532,100.0
1,61.17849008477,0.039440712946536026,0.02090306823860121,100.0
2,61.22265498288242,0.03913027252460555,0.010479270987071562,100.0
2,61.60000989764386,0.03890908180751991,0.010431074689600726,100.0
2,62.0000959983295,0.03880988815299236,0.010383384881412678,100.0
2,62.40000799831435,0.03864695669538905,0.010336308047783183,100.0
3,62.85894871229386,0.06964096561580788,0.02996169477014225,100.0
2,62.9197447122959,0.038701973756198785,0.010289450613714161,100.0
1,62.92662071229611,0.03878937751450058,0.020515684609959742,100.0
2,63.35126871229601,0.03930590743727657,0.010241884962185106,100.0
2,63.66710071230073,0.03980759713468281,0.01019384809848766,100.0
2,64.01252258640346,0.03992657416102111,0.010145992629706935,100.0
2,64.40000799823864,0.03973470156459352,0.010098811205600125,100.0
1,64.45094347086857,0.03974918044862595,0.02012521656340446,100.0
3,64.966911278417,0.07049460537485752,0.02903756030380485,100.0
2,64.97021927841652,0.03972422597061479,0.010052008828527283,100.0
2,65.20003213510829,0.040237660987982066,0.01000479014112417,100.0
