sourceId,time,responseTime,burstiness
2,0.040145328503081945,0.002284446960121668,5.0
2,0.08102877995973749,0.001597884158327324,5.0
2,0.12475158661751302,0.001300582633243098,5.0
2,0.1600080000000063,0.0015863371133966132,5.0
1,0.16916645169746414,0.0015711545277726615,5.0
2,0.20000800000001856,0.0016280941275518127,5.0
3,0.22118251479515355,0.0020986152933785878,5.0
2,0.2414569212503144,0.0015053577549025174,5.0
2,0.2837622203115984,0.0016695405277311257,5.0
2,0.32059135354912377,0.0017377226545590813,5.0
1,0.3422505942484583,0.0017534622992081707,5.0
2,0.36031199999999136,0.0016579719310931425,5.0
2,0.4034343620172222,0.0015886931927583691,5.0
3,0.4242983620172297,0.002309399410518727,5.0
2,0.4402501599230515,0.001737080037797659,5.0
2,0.48009599999994484,0.00161941387835528,5.0
1,0.5071213779988574,0.0016459655289387234,5.0
2,0.520007999999957,0.0015765662605715814,5.0
2,0.564423908423913,0.0015304041661385792,5.0
2,0.6002329631016988,0.0015275156676329616,5.0
2,0.6401925134515128,0.0014420586862459257,5.0
3,0.6658643409340823,0.002127713676368801,5.0
1,0.6724243409340831,0.0015406820694966268,5.0
2,0.6805763409340857,0.0015177723979261082,5.0
2,0.720008000000157,0.001539822396683738,5.0
2,0.7621877059273985,0.001518320405869271,5.0
2,0.8001676118665819,0.0015110112209280502,5.0
1,0.8259376268605939,0.001520109182708069,5.0
2,0.840008000000277,0.0014608059385246856,5.0
2,0.8856955332782983,0.001479861010701875,5.0
3,0.8890515332782987,0.0021462131253248444,5.0
2,0.920008000000357,0.0015138108300971214,5.0
2,0.9626452079539384,0.00155551457557094,5.0
1,0.9918520000004288,0.0016349113369855605,5.0
2,1.004508000000434,0.0015732066429494794,5.0
2,1.040008000000477,0.0015792537908498876,5.0
2,1.0825160000005163,0.0015399728880547232,5.0
2,1.120008000000557,0.0015028790689062697,5.0
2,1.160008000000597,0.001457463601505103,5.0
1,1.1656318136378796,0.001510322353078847,5.0
3,1.1864640000006197,0.0021660121245297677,5.0
2,1.200800000000622,0.001479798801705301,5.0
2,1.240008000000677,0.0014492501996187174,5.0
2,1.284641250096576,0.0014991846708866997,5.0
2,1.3200720000007478,0.0014916665009513236,5.0
1,1.3357040000007656,0.0015472140968446403,5.0
2,1.3600890320406431,0.0014734072323175776,5.0
2,1.400008000000837,0.0014480773281713626,5.0
3,1.43304400000087,0.0021328467321817886,5.0
2,1.445576000000876,0.0014366718129202756,5.0
2,1.4829691195471724,0.0014627322112441585,5.0
1,1.5016840000009348,0.0015156010263392993,5.0
2,1.5214460433688113,0.0014665657714022183,5.0
2,1.5610100433688225,0.001517484171310946,5.0
2,1.6001671022119743,0.001497190792144541,5.0
3,1.6325946531614455,0.0021739934859996562,5.0
2,1.6445626531614521,0.0014993170376532145,5.0
1,1.665295437926744,0.001561159742184687,5.0
2,1.680008000001117,0.0015042599860257322,5.0
2,1.7217960000011572,0.0015025107848499245,5.0
2,1.761718925151756,0.001496320872722474,5.0
2,1.801328979457859,0.0014777384408160323,5.0
1,1.832292290508633,0.001528658785392119,5.0
2,1.8416002905086344,0.0014746857437630864,5.0
3,1.85324029050864,0.0021580643056642486,5.0
2,1.8839442905086479,0.0015144387812860984,5.0
2,1.9235160000013543,0.0015147050444244763,5.0
2,1.9644654112816489,0.0015187113255632594,5.0
1,1.9961974112816583,0.0016407980995977259,5.0
2,2.0011254112816474,0.0015937314046567791,5.0
3,2.040862561663092,0.002269493275500565,5.0
2,2.043286561663086,0.0015940749505135945,5.0
2,2.0801939798529836,0.001610825461775575,5.0
2,2.1214960000008847,0.0015984390962160144,5.0
2,2.1600080000007087,0.0015732355551756438,5.0
1,2.16047014742423,0.001614376321068169,5.0
2,2.2002880000005267,0.0015479051043103048,5.0
2,2.2416548523411124,0.0015394244811681881,5.0
2,2.2800080000001626,0.0015362814696040688,5.0
3,2.313668193651531,0.002226586967748038,5.0
2,2.32207219365148,0.001538156612689009,5.0
1,2.328012193651438,0.0015824312258463015,5.0
2,2.3600079999997985,0.0015208039425575028,5.0
2,2.4038631340832737,0.0015534019572805038,5.0
2,2.440015999999434,0.0015478657875245812,5.0
2,2.483958133262179,0.0015424205893802482,5.0
1,2.495530133262113,0.0016075449083684187,5.0
2,2.5200079999990703,0.0015619083417977703,5.0
3,2.5562745933246975,0.0022501537301650902,5.0
2,2.5615210483012123,0.0015464132425720698,5.0
2,2.6012991311405322,0.001533417298974327,5.0
2,2.640089145132926,0.0015257865058860625,5.0
1,2.6603261698173393,0.0015622792377536362,5.0
2,2.681739999998343,0.0015085125382491976,5.0
2,2.72000799999816,0.0014946668891290555,5.0
2,2.760007999997978,0.0014783339255354697,5.0
2,2.806643999997791,0.0015264390899213025,5.0
3,2.8075919999977814,0.002267704288699376,5.0
1,2.835351999997648,0.0016026391727127086,5.0
2,2.845703999997585,0.0015889827083728817,5.0
2,2.8802466100643493,0.0015847534384916772,5.0
2,2.920734168052696,0.001579851927402234,5.0
2,2.960007999997068,0.0016354500956831032,5.0
1,2.993233889792391,0.0016593894060100574,5.0
2,3.0016298897923495,0.0016229396071834724,5.0
3,3.024921837931436,0.0023591157487910866,5.0
2,3.0404171210770774,0.0016059232644386255,5.0
2,3.0807079999965215,0.0015906044383207853,5.0
2,3.1221266135979007,0.0015780348733242795,5.0
2,3.1607205720554976,0.0015661312490472216,5.0
1,3.1611685720554963,0.00160462905840663,5.0
2,3.2001877292366703,0.001550727665557931,5.0
2,3.2400079999957936,0.001536937665517515,5.0
2,3.2823999999956106,0.0015226901249220824,5.0
1,3.3140568962614116,0.0015468319706933096,5.0
2,3.3210427979286865,0.001509447677761726,5.0
3,3.342520394694333,0.002265847694990092,5.0
2,3.360022179103558,0.0015107005344638484,5.0
2,3.4000079999950654,0.0014966202702098117,5.0
2,3.4437347562715925,0.0015046797535783305,5.0
1,3.4804297056929974,0.001540072146064028,5.0
2,3.4839457056929857,0.001505039128591043,5.0
2,3.5202904935816073,0.001507253657533346,5.0
2,3.5628119999943393,0.001492599723855915,5.0
2,3.601125348602686,0.0014994707228231385,5.0
3,3.6096773486026397,0.0022576058073825464,5.0
2,3.6414009496158246,0.001496004087561942,5.0
1,3.6454623216308213,0.0015350175066516712,5.0
2,3.6818763317064573,0.0014875842670197294,5.0
2,3.72159199999361,0.001478041266772335,5.0
2,3.7635946576352572,0.0014739397135803912,5.0
2,3.800122254954493,0.001478478769627397,5.0
1,3.8074119999932114,0.0015180646571010602,5.0
3,3.842001139903367,0.0022147780819389614,5.0
2,3.844257139903346,0.0014746596554279228,5.0
2,3.88161373778903,0.0014832438394380707,5.0
2,3.920068968489385,0.0014807812198942654,5.0
2,3.9608599999925054,0.0014938323447829434,5.0
1,3.9812119999924445,0.0015394321848689987,5.0
2,4.002935999992344,0.0015096326587170916,5.0
3,4.044029572235198,0.0022536001077694445,5.0
2,4.044041572235198,0.001520886723336542,5.0
2,4.080655493639919,0.0015222573712565695,5.0
2,4.120055999993121,0.0015131818401787319,5.0
1,4.142807999993219,0.0015600285242309147,5.0
2,4.160007999993383,0.0015070328421859965,5.0
2,4.200663031745517,0.001497647163977467,5.0
2,4.2400079999939075,0.001497996650687722,5.0
2,4.280070271348789,0.0014860016407975164,5.0
1,4.300297971248394,0.0015250718170112603,5.0
2,4.320007999994432,0.0014729482432227126,5.0
2,4.360007999994694,0.001462379567976314,5.0
3,4.3723949478312205,0.002203768928801402,5.0
2,4.400099088818668,0.001453155216128044,5.0
2,4.440962580322265,0.0014427862653059486,5.0
1,4.465230255550467,0.0014980501405637103,5.0
2,4.482895705506406,0.0014536923981150404,5.0
2,4.522744079038066,0.0014500227692170187,5.0
2,4.560282914678563,0.0014508896463154605,5.0
2,4.600007999996266,0.0014399728609594995,5.0
1,4.62835199999645,0.0014779926346391607,5.0
2,4.640007999996528,0.0014298148809087083,5.0
2,4.68000799999679,0.0014208561271703466,5.0
3,4.697210710562652,0.0021735011124409537,5.0
2,4.720007999997052,0.0014092540846174276,5.0
2,4.760783921260408,0.0014051851736783662,5.0
1,4.802143921260486,0.0014873685666837333,5.0
2,4.805747921260503,0.0014481369410893215,5.0
2,4.84022792126065,0.0014647403487073154,5.0
2,4.880425884239899,0.0014777317357108663,5.0
3,4.897791999998212,0.0022487353865531185,5.0
2,4.920007999998362,0.0014776003856576468,5.0
1,4.959674796929905,0.0015076582663339888,5.0
2,4.960007999998624,0.0014671348355569907,5.0
2,5.000390039057142,0.0014651658720739316,5.0
2,5.0400079999991485,0.0014600040633660975,5.0
2,5.0800079999994106,0.001455739841211339,5.0
2,5.124360803293743,0.0014679836622883845,5.0
1,5.131184803293776,0.0015078754412171421,5.0
3,5.1368368032938,0.0022426424280607626,5.0
2,5.160103999999935,0.001465274400786185,5.0
2,5.200008000000197,0.001462554194695858,5.0
2,5.244034863982039,0.0014677320988430878,5.0
2,5.280008000000721,0.0014913611320660355,5.0
1,5.296666699213167,0.0015257773132772664,5.0
2,5.322295987831383,0.0014831978549442995,5.0
3,5.353174948945557,0.002253634788196296,5.0
2,5.36001251049325,0.0014838116481315697,5.0
2,5.400008000001507,0.0014760098327483522,5.0
2,5.44382383068101,0.0014721345900192031,5.0
1,5.469939830681077,0.001526697733853578,5.0
2,5.48339183068113,0.0014963221527136972,5.0
2,5.520805208699097,0.0014934056760324897,5.0
2,5.560008000002555,0.0014858349548428041,5.0
2,5.600010793650824,0.0014772943895002126,5.0
3,5.605262204410314,0.0022484246256830476,5.0
1,5.633301179128131,0.0015103623026729586,5.0
2,5.6407915897883125,0.0014726168516352395,5.0
2,5.680586463952708,0.001466157385833165,5.0
2,5.720998041860483,0.0014594288788231107,5.0
2,5.760188000003865,0.0014504659126750202,5.0
1,5.798225843342899,0.0014833682353101705,5.0
2,5.800008000004127,0.0014459316281351141,5.0
2,5.844157985389205,0.0014390418226390865,5.0
2,5.880239821981646,0.0014584146886046571,5.0
3,5.914214853470446,0.0022366639885275947,5.0
2,5.920008000004914,0.0014512675333518737,5.0
2,5.960008000005176,0.0014439328347842194,5.0
1,5.9666856825802,0.001478545579801094,5.0
2,6.004152890457374,0.0014392508219015386,5.0
2,6.0400080000057,0.001436814564257253,5.0
2,6.080154807002498,0.0014324885380885533,5.0
2,6.121060000006193,0.001425237093866258,5.0
1,6.131305731988094,0.0014599061688687087,5.0
2,6.160008000006486,0.0014187751007191925,5.0
2,6.200008000006748,0.0014161947978877495,5.0
2,6.240148201158659,0.0014078602346509943,5.0
3,6.24799893278956,0.0021959503653900003,5.0
2,6.280008000007272,0.0014014112569875504,5.0
1,6.282894321963688,0.00143591435033795,5.0
2,6.32015606657654,0.001400417893552292,5.0
2,6.361257851699114,0.001400196094898291,5.0
2,6.4000322292484135,0.0013964257813782373,5.0
2,6.442041439113825,0.0013905280605945609,5.0
1,6.453198300578601,0.0014236958319813196,5.0
2,6.480008000008582,0.0013832478758078132,5.0
2,6.520030694793837,0.0013758331426390216,5.0
2,6.562116977170033,0.0013689689462189458,5.0
2,6.600191969147625,0.0013621501861207663,5.0
3,6.6043243286272135,0.0021607952338758268,5.0
1,6.611495807098444,0.0013957498842616706,5.0
2,6.64000800000963,0.0013578107826779959,5.0
2,6.6826875392011615,0.0013578746531110477,5.0
2,6.7200256305092045,0.0013542790829142097,5.0
2,6.765859741057925,0.001368235290632638,5.0
1,6.779755741057991,0.0014073084499236406,5.0
2,6.800050222024068,0.0013732270197261735,5.0
3,6.821675803721814,0.0021723663785748132,5.0
2,6.840348870879856,0.0013798223575895426,5.0
2,6.881132000011184,0.0013767876355585899,5.0
2,6.922277632184084,0.0013733869039013712,5.0
1,6.952832000011661,0.0014013007045446373,5.0
2,6.961116000011707,0.0013679638041136945,5.0
2,7.001137725016027,0.0013689884791078678,5.0
2,7.040008000012251,0.0013620647732087436,5.0
2,7.0819502035374065,0.0013564358250612132,5.0
2,7.120008000012775,0.001352384110223071,5.0
1,7.124052000012801,0.0013840851803832458,5.0
3,7.128907942341095,0.002149596831054873,5.0
2,7.16061502170547,0.0013499401540295166,5.0
2,7.20011663378712,0.001343128309973521,5.0
2,7.241236487631892,0.0013373248264151568,5.0
2,7.280308000013808,0.0013370941879203345,5.0
1,7.281183593505469,0.0013678526772164753,5.0
2,7.322683378717651,0.0013380627496428683,5.0
3,7.360323378717724,0.0021828428837118033,5.0
2,7.365347378717757,0.001373117271131056,5.0
2,7.400028883865817,0.0013771021442300498,5.0
2,7.440056452639281,0.001371051880673578,5.0
1,7.451072000014928,0.001396759317241422,5.0
2,7.480800848380622,0.0013679865552634221,5.0
2,7.520010358470369,0.0013644830286346397,5.0
2,7.5600080000156575,0.0013609962254106636,5.0
2,7.605190894923105,0.0013654639826725316,5.0
1,7.613083333134399,0.001395607375943151,5.0
3,7.620331048032588,0.002169108673546751,5.0
2,7.640089269971602,0.0013635673663817767,5.0
2,7.680008000016444,0.0013604454196734202,5.0
2,7.720008000016706,0.0013555622429516833,5.0
2,7.760008000016968,0.0013529603144389302,5.0
1,7.77923351455705,0.00137917473616477,5.0
2,7.80000800001723,0.001346625685542253,5.0
2,7.841775136625287,0.0013435276221981836,5.0
2,7.881423884855152,0.0013421461672498134,5.0
3,7.9085610900581145,0.0021383589564762315,5.0
2,7.920109985232419,0.0013383117896578315,5.0
1,7.9466751713499795,0.0013648959414829227,5.0
2,7.960467611616861,0.0013338196274143112,5.0
2,8.00000800001854,0.0013293716695174018,5.0
2,8.041323527989173,0.0013260617182469694,5.0
2,8.08389313479744,0.001328012847424521,5.0
1,8.1040651347972,0.0013648973089944436,5.0
2,8.120008000019325,0.0013327700124048168,5.0
2,8.162884000019249,0.0013330257560668865,5.0
3,8.19970103134539,0.0021315831214245096,5.0
2,8.20201703134539,0.001331617970816576,5.0
2,8.240096000020111,0.001327564064662182,5.0
1,8.268098445264522,0.0013560522651735877,5.0
2,8.283027732199352,0.0013268352458591555,5.0
2,8.320008000020636,0.001323357111643697,5.0
2,8.360008000020898,0.0013212187430773493,5.0
2,8.400434382111358,0.00131656554421736,5.0
1,8.437348765117173,0.00134249642063845,5.0
2,8.440397885253484,0.001311964095889547,5.0
2,8.482443817079908,0.0013105790735142297,5.0
3,8.48849581707984,0.0021072548340017607,5.0
2,8.520088000021943,0.00130959685676762,5.0
